Prov Number,Clinic,Division,District,Specialty,Region,Prenatal Care,Postpartum Care,Imm: Child Combo 2,Antidep Med: Contacts,Antidep Med: 84 Days,Antidep Med: 180 Days,Mental Hosp FU: 7 Day,Total PMPM,PCP consult ratio n M'car,PCP consult ratio M'care,% Female-non medicare,% Female-medicare,Avg Age-non medicare,Avg Age-medicare,Panel size-non medicare,Panel size-medicare,ER Visits/1000 non M'care,ER Visits/1000 M'care,% panel vst seen by PCP,% PCP schedule for panel,URI: Appropriate Tx,Pharyngitis: Testing,AOD: Initiation of Tx,Util: 1st Line antib use,ER Visit/1000 non-m'care,PCI ratio non-m'care,MRI/1000 enr-m'care,MRI/1000 enr-NON m'care,CT/1000enr-m'care,CT/1000enr-non m'care,Lab/1000 enr-m'care,Lab/1000 enr-NON m'care,% Generic Rx,CAD: Chol Mgt-LDL Screen,Well-Child Visit 15MO: 6+,Well-Child 3-6 YO,Well-Care Adolescent,Asthma Appropriate Meds,Screen: Chlamydia,Panel - % Medicare,PCP consult ratio,CT-MRI/1000enr-m'care,CT-MRI/1000enr-non m'care,CT-MRI/1000enr-m'care&non,AOD: Engagement of Tx,CAD: Beta Blocker Persist,Total panel size,Panel Inx:agg Pat inx #2,Controlling HBP,Panel Inx:agg Pat inx #1,Child Access 7-11YO,DM: HbA1c Test,DM: Retinal Exam,DM: LDL Screen (Annual),DM: LDL<100 (Annual),DM: LDL<130,DM: Nephropathy,Pri Care Qlty Incent Idx,Screen: Breast CA (40-69),Screen: Cervical CA,Listen carefully to you?,Explain understandably?,Spend enough time w/ you?,Respect what you said?,Your best interests 1st?,Info to diagnose/treat,Knowledge of medical hx,Helpful-clinical staff,Courtesy/Respect-clinical,Helpful-office staff,In exam room w/in 15 min,Wait time explanation,Clinician rating (0-10),Help/advice you needed,Urgent care when wanted,Appt for care when wanted,Get PCP you're happy with,Ease of seeing specialist,Get care believed nec,Overall Health Care,Courtesy/Respect-office
31638,NON,HPD,-,CARDIOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6700507614, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31641,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31642,NON,HPD,-,NEUROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31644,NON,HPD,-,"PSYCHIATRY, ADULT",-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.9166666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31648,NON,HPD,-,GASTROENTEROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8333333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31649,NON,HPD,-,NEUROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8415841584, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31653,CSC,GPD,SEA,DERMATOLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.7354379724, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.9607843137,0.9019607843,0.8235294118,0.9411764706,0.8979591837,0.86,0.8043478261,0.693877551,0.82,0.6470588235,0.86,0.6363636364,0.7843137255,0.6808510638,0.5952380952,0.4489795918,0.76,0.8,0.8333333333,0.64,0.7450980392
31654,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31656,NON,HPD,-,NEUROSURGERY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6666666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31657,NON,HPD,-,NEUROSURGERY,-, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.7333333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31660,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31672,NON,HPD,-,OBSTETRICS/GYNECOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , ,0.5714285714, , , , , , , , ,0.381443299, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31675,NON,HPD,-,ENDOCRINOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31680,NON,HPD,-,OBSTETRICS/GYNECOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , ,0.0769230769, , , , , , , , ,0.7605042017, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31681,NON,HPD,-,ONCOLOGY/HEMATOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , ,0.5617977528, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31684,VAS,HPD,SEA,FAMILY MEDICINE,CENT, , , , , , , ,36.11488889,4, ,0.5759493671,0,30.82911392,65,13.16666667,1, , , , ,1, , , , ,4.6692607, , , , , ,0.1363636364,0.75, , , , , , ,0.024691358,4, , , , , ,13.5,1, ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31691,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31710,NON,HPD,-,ENDOCRINOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.3870967742, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31721,NON,HPD,-,GASTROENTEROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8333333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31725,SMS,HPD,OLY,"INTERNAL MEDICINE, GENERAL",SO,0,1, , , , , ,427.0292029,3.128205128,2.6,0.714559387,0.9333333333,39.86398467,60.9,43.5,2.727272727,0.2415010217,0.8174386921,0, , , ,0,0.4444444444,0.3634275618,5.221646144,0.3333333333,0.0336134454, ,0.0366972477,0.9545454545,0.1489361702,0.756718529,1, ,1,0.1428571429, ,0,0.0543478261,3.068181818,0.3333333333,0.0701754386,0.0950570342,0, ,46,0.5,0,0.6037735849,1,0.8,0.4,1,0,0,0.8,0.5517241379,0.6363636364,0.7272727273,0.8823529412,0.8235294118,0.7647058824,0.8235294118,0.7647058824,0.625,0.6875,0.8235294118,0.8235294118,0.6470588235,0.6470588235,0.8333333333,0.6875,0.375,0.4285714286,0.375,0.625,0.8666666667,0.8666666667,0.7333333333,0.7647058824
31731,FSM,HPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31733,PKM,HPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31735,FSM,HPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31736,FSM,HPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31744,NON,HPD,-,GASTROENTEROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.4444444444, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31755,OVH,HPD,-,"PSYCHIATRY, ADULT",-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.4012738854, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31758,OVH,HPD,-,"PSYCHIATRY, ADULT",-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.2727272727, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31760,NON,HPD,-,RADIATION THERAPY/ONCOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31761,OVH,HPD,-,"PSYCHIATRY, ADULT",-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31764,TMA,GPD,-,"PSYCHIATRY, ADULT",SO, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.785483397, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31765,OLY,GPD,OLY,CONSULTATIVE INTERNAL MEDICINE,SO, , , , , , , , , , , , , , , , , , , , , , , ,0.2558139535, , , , , , , , ,0.6689814815, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31767,OLY,GPD,OLY,"PSYCHIATRY, ADULT",SO, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.8477099237, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31768,PKM,HPD,SEA,CONSULTATIVE INTERNAL MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31769,GRM,HPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31771,FSM,HPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31775,CSC,GPD,SEA,GASTROENTEROLOGY,CENT, , , , , , , , , , , , , , , , , , , , , , , ,0.9285714286, , , , , , , , ,0.6621454994, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6,0.6666666667,0.6,0.6,0.8571428571,0.8181818182,0.4615384615,0.6,0.7333333333,0.6666666667,0.6,0.6666666667,0.4666666667,0.5,0.5,0.5,0.6666666667,0.7142857143,0.6428571429,0.5333333333,0.8
31777,NON,HPD,-,RADIOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31778,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.7777777778, , , , , , , , ,0.9428571429, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31779,NON,HPD,-,OBSTETRICS/GYNECOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31780,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.6666666667, , , , , , , , ,0.8607594937, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31784,VLS,HPD,GHO,FAMILY MEDICINE,GHO, , , , , , , , ,2, , , , , , , , , , , , , , ,1, ,1, , , , , , ,0.8, , , , , , , ,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31788,NON,HPD,-,CONSULTATIVE INTERNAL MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.7142857143, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31789,NON,HPD,-,PAIN MANAGEMENT,-, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31790,CEB,GPD,SEA,GERONTOLOGY/GERIATRICS,CENT, , , , , , , , , , , , , , , , , , , , , , , ,0.4444444444, , , , , , , , ,0.7435897436, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31793,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31794,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8888888889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31802,NON,HPD,-,NEONATOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31803,NON,HPD,-,ONCOLOGY/HEMATOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31804,NON,HPD,-,NEPHROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.6203703704, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31807,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , ,0.6984126984, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31808,NON,HPD,-,OBSTETRICS/GYNECOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , ,0.625, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31809,RNT,GPD,KNG,PHYSICAL THERAPY,EAST, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.8148148148,0.8113207547,0.8518518519,0.7924528302,0.8490566038,0.7169811321,0.7058823529,0.8301886792,0.9056603774,0.7924528302,0.9215686275,0.5,0.7777777778,0.68,0.6222222222,0.5098039216,0.8301886792,0.8846153846,0.9038461538,0.6603773585,0.8703703704
31813,HPM,HPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31816,GCB,HPD,CWA,FAMILY MEDICINE,NTWK, , , , , , , , , , , , , , , , , , , , , , , ,0.4615384615, , , , , , , , ,0.7983193277, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31817,FSM,HPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6875, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31818,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.375, , , , , , , , ,0.8596491228, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31819,CSC,GPD,SEA,"SURGERY, ORTHOPEDIC",CENT, , , , , , , , , , , , , , , , , , , , , , , ,0.8666666667, , , , , , , , ,0.9555035129, , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.9047619048,0.8571428571,0.8095238095,0.880952381,0.85,0.8292682927,0.8,0.8780487805,0.9268292683,0.8048780488,0.9268292683,0.8571428571,0.7619047619,0.5588235294,0.5675675676,0.3513513514,0.8157894737,0.6923076923,0.8205128205,0.75,0.9024390244
31821,FSM,HPD,SEA,FAMILY MEDICINE,CENT, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6666666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31823,NON,HPD,-,GASTROENTEROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.5511811024, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31831,NON,HPD,-,"SURGERY, ORTHOPEDIC",-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.6666666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31836,ASF,HPD,EWNI,FAMILY MEDICINE,NTWK, , , , , , , , , , , , , , , , , , , , , , , ,0.6315789474, , , , , , , , ,0.7427184466, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31840,NON,HPD,-,RADIOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31852,NON,HPD,-,CONSULTATIVE INTERNAL MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.6666666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31853,NON,HPD,-,CONSULTATIVE INTERNAL MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.7647058824, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31854,NON,HPD,-,CONSULTATIVE INTERNAL MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , ,0.9333333333, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31855,NON,HPD,-,CONSULTATIVE INTERNAL MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31856,NON,HPD,-,CONSULTATIVE INTERNAL MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31857,NON,HPD,-,CONSULTATIVE INTERNAL MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , ,0.6818181818, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31858,NON,HPD,-,CONSULTATIVE INTERNAL MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31859,NON,HPD,-,CONSULTATIVE INTERNAL MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31860,NON,HPD,-,CONSULTATIVE INTERNAL MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , ,0.7021276596, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31865,NON,HPD,-,ONCOLOGY/HEMATOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , ,0.4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31867,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , ,0.734939759, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31868,WMF,HPD,EWNI,FAMILY MEDICINE,NTWK, , , , , , , , , , , , , , , , , , , , , , , ,0.0648148148, , , , , , , , ,0.7690721649, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31869,NON,HPD,-,OBSTETRICS/GYNECOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.7428571429, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31872,NON,HPD,-,"PSYCHIATRY, ADULT",-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31874,WMF,HPD,EWNI,FAMILY MEDICINE,NTWK,1,1, , , , , ,512.1251111,3.823529412,0,0.5857988166,1,37.30769231,66.09090909,14.08333333,1,0.2409638554, ,0, , , , ,0.1609195402,0.4130120482,3.69179004, ,0.25, ,0.1538461538,0,0.1789473684,0.8117977528,0, ,1,0, , ,0.0611111111,3.421052632, ,0.3,0.2727272727, , ,15,0.6363636364,0,0.7142857143, , , , , , , ,0.6363636364,1,0.6666666667,0.9642857143,0.9285714286,0.9285714286,1,1,0.9285714286,0.8461538462,0.8214285714,0.9285714286,0.5555555556,1,0.8,0.9285714286,0.68,0.6666666667,0.56,0.9259259259,0.9583333333,0.8846153846,0.8888888889,0.7142857143
31875,NON,HPD,-,PULMONARY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , ,0.5362318841, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31880,NON,HPD,-,"PSYCHIATRY, ADULT",-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31888,NON,HPD,-,PAIN MANAGEMENT,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31890,NON,HPD,-,CARDIOLOGY,-, , , , , , , , , , , , , , , , , , , , , , , ,0.6666666667, , , , , , , , ,0.6307692308, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31893,NON,HPD,-,"SURGERY, GENERAL",-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31895,NON,HPD,-,"SURGERY, PLASTIC",-, , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , ,0.6956521739, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31897,NON,HPD,-,CONSULTATIVE INTERNAL MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.75, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31898,NON,HPD,-,CONSULTATIVE INTERNAL MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0.5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31899,NON,HPD,-,GASTROENTEROLOGY,-, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31903,NON,HPD,-,PEDIATRICS,-, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31904,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0, , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31905,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.5625, , , , , , , , ,0.8636363636, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31906,YVF,HPD,CWA,EMERGENCY MEDICINE,NTWK, , , , , , , , , , , , , , , , , , , , , , , ,0.6363636364, , , , , , , , ,0.9381443299, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31907,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , ,0.8163265306, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31908,NON,HPD,-,EMERGENCY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.3333333333, , , , , , , , ,0.8666666667, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31909,NON,HPD,-,FAMILY MEDICINE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.6666666667, , , , , , , , ,0.9014084507, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31910,NON,HPD,-,URGENT CARE,-, , , , , , , , , , , , , , , , , , , , , , , ,0.2857142857, , , , , , , , ,0.9473684211, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31913,CEN,HPD,CWA,PEDIATRICS,NTWK,1,0,0.5, , , , ,88.62809893,5.47826087, ,0.5183867141, ,9.317912218, ,240.8571429, ,0.0834326579, , , ,0.8181818182,0.6666666667, ,0.5757575758,0.1430274136,5.478062389, ,0.0089108029, ,0.0119760479, ,0.0295983087,0.5862068966, ,0.4615384615,0.7254901961,0.4414414414,1,0.2857142857,0,5.47826087, ,0.0208581645,0.0208581645, , ,240.8571429,0.64604811, ,0.6534296029,0.9571428571, , , , , , ,0.5154639175, , ,1,1,1,1,1,1,0.3333333333,1,1,1,1, ,0.6666666667,1,0.6666666667,0.6666666667,0.6666666667,0.5,0.6666666667,0.3333333333,1
31914,NON,HPD,-,"SURGERY, GENERAL",-, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
31921,ASF,HPD,EWNI,FAMILY MEDICINE,NTWK, , , , , , , , , , , , , , , , , , , , , , , ,0.3191489362, , , , , , , , ,0.7326388889, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
